,Alpha,R2,^FCHI,^GDAXI,^GSPC,^FTSE,^SSMI,^STOXX50E
FR0010237503,1.1360919398069368e-05,0.5199737460348735,0.25582488439784734,0.3724726147519596,-0.013173919565702616,0.09309101387744526,-0.03914273350603159,-0.04787714200942539
FR0010263244,4.173345878621286e-05,0.003648863362667565,-0.00113202885291055,0.0002221176284794861,3.538273702035995e-05,0.0002604928356491527,-0.0005126586228794664,0.0011157946760316235
FR0010283838,3.492629629422216e-05,0.5037213391172068,0.31558776472915007,0.4141947014959467,-0.007304666996624784,0.0628267096778661,-0.1425543503641298,-0.055089682205043455
FR0010286013,-4.395390963576036e-06,0.3999433330793136,0.12353161117559189,0.09511418050500939,0.014751810821808658,0.07818382331693528,-0.020021427688261165,-0.0835968586847704
FR0010288308,-0.0001937284317236232,0.6173635585283042,0.16121139646678673,0.3712716371387139,0.08520577897962178,-0.23690930796387605,0.2510698476565617,0.23425381117943797
FR0010298596,5.247664299506849e-05,0.8467290811934904,0.6128999251953284,0.3262491206432636,0.018375304322742397,0.18016397988025656,-0.03133895857697366,-0.20711424409003634
FR0010308825,-4.3737538784075695e-05,0.5879390563077624,0.050447816248117304,0.047711109036833524,0.12174753437485836,-0.01800867684571368,0.0700224258011882,-0.012163994532237724
FR0010321802,-0.00013348190534676578,0.8558092258701202,0.3131832422387326,0.27104189108026283,0.09241994867594916,0.15848872361699082,-0.00485488778382108,0.04577891642701051
FR0010321810,-0.00015008993860882495,0.6828686640496106,0.18184380627501173,0.32354921475244225,0.07507123473597146,-0.11189058414315978,0.3241097559192119,0.024109541944699886
FR0010321828,-9.174467359526524e-05,0.7831545047017612,0.17375440672117043,0.18495165494460303,0.13611572518966117,-0.04541309054883552,0.32637600299344816,0.14661291953635508
FR0010340612,-0.00022661773790909378,0.716241207863431,0.45344928838959453,0.3538663489502192,0.04831090343082972,0.004986689004516931,0.05859837481983955,-0.10110645915707298
FR0010359323,1.4405423843734607e-05,0.626160477675974,0.06688532053997412,0.06669901459048559,0.051532398013062426,-0.022402942993600683,0.03690514003780405,0.026007076353779676
FR0010363366,-0.00012724524206835164,0.6813625350203678,0.18476258361277942,0.16618455343897479,0.1058243564143092,0.08209673686685165,-0.012792330139598476,-0.06394386657722766
FR0010375600,-0.00017916719944533654,0.8055350964349832,0.2739055480758785,0.2819006634909077,0.08553109110282077,-0.15604493211314166,0.18432497073539555,0.2460892443427118
FR0010376368,-9.562024335922261e-05,0.7577676997357154,0.28243176460997904,0.4037322952199895,0.06357961191572883,-0.03384690694323311,0.10070031900279844,0.007903664238556596
FR0010380675,0.00013888259506806687,0.35037804360008284,0.17990052168872775,0.03150897908250433,0.09609061968651073,0.40756732097492654,-0.10052658249928721,-0.0737376219147782
FR0010396382,2.319879109057658e-05,0.8389118882585067,0.4396930373303552,0.2763202508972001,0.011538906679728747,0.27541263034816743,0.08544456391473204,-0.22197563378538032
FR0010397125,4.3497657191438836e-05,0.9157520737044998,0.4459922770093031,0.2741386089958104,0.011517148524568158,0.07849161504200577,0.018417889027548276,0.11793517789782004
FR0010400762,0.00010794599857286701,0.6484010982665207,0.24254459189564298,0.145765185461295,0.011488667561923564,0.1355091904894367,-0.05217555219637533,-0.11959690418893926
FR0010402990,0.00014087455814862772,0.09572400403959913,0.0062197689525140595,0.01577519580700839,-0.016884918140602653,0.00862420496940136,-0.10609890347431063,0.1120714161516403
FR0010415448,0.0004382611861507146,0.12662360633062553,-0.028818549668287573,0.1742976974577818,-0.055660478455142284,0.192383380772649,0.05682727381746053,0.0724993917530042
FR0010434019,-1.3344042597399054e-05,0.5832768777268363,0.10944007387209226,0.04714091147971855,0.034276833501431424,0.021792390049641366,-0.003441886751680487,-0.03344462098085746
FR0010449538,6.68057939391147e-05,0.6271206252343885,0.16114277002209407,0.1504096766879317,0.12305923722152745,0.21452530508846168,-0.05140631212898743,-0.14502198832417024
FR0010460493,7.473747277648811e-05,0.25211110214857035,0.08647879041959478,0.03720701167129211,0.013944925335279688,0.02814214627673989,-0.015130410318545711,-0.0446482217514744
FR0010466128,3.053043391470343e-05,0.6813261548054113,0.11742292200655936,0.04874055837322203,0.003955001829563031,0.02668012141989663,0.024041519514569107,-0.04706128925576944
FR0010479931,0.00010780543768040119,0.16053635641903807,0.17919179366642649,0.0731796348915783,0.05129110480930632,0.2972813060359419,0.08654447235242528,-0.19038998793669748
FR0010501676,-7.878225797425397e-05,0.8510036455085002,0.3822611922568262,0.2673084542071321,0.0014424371578441036,0.15151441556552106,0.022601302223552805,0.06877375441868548
FR0010505313,8.963999633782176e-05,0.33610479785178793,0.09334206458315028,0.05451223047693163,0.027634194804906476,0.05478931766354099,-0.017941523242967064,-0.05932097507538303
FR0010505578,5.382598462106135e-06,0.8811811696227034,0.24785983397499392,0.3133811485274354,0.04892507686613062,0.01266499962404824,0.1396396296852028,0.11061083824605356
FR0010508333,-8.736820674082758e-05,0.743198847773436,0.1217325156333106,0.1311789039747134,0.5533303136582022,0.08510010706892926,0.06875076763033486,-0.10658449568395523
FR0010521575,-8.627124462749015e-05,0.7436368891813027,0.21384529236946714,0.29941928855467176,0.11026746029210363,-0.03994161104584765,0.2324105077488527,0.0623979465764945
FR0010532101,-0.00022167088757787547,0.7193426426240487,0.40600401024102606,0.3755473510203905,0.09876220015839529,-0.08159790377483225,0.11318116363054029,-0.06823817475668312
FR0010541557,-1.1952536943987289e-05,0.8218727918347819,0.26352098993112294,0.22348304918102688,0.05809009763786577,0.19810992220123622,-0.0820939064841079,-0.07738168093165657
FR0010546903,-5.188075965244113e-05,0.7452081842384242,0.3254096824008497,0.49381697805877617,0.015884994448584544,0.06292932965276776,-0.028334677410842612,-0.02744592976055743
FR0010546929,2.4364778131987744e-05,0.8439422725600982,0.2731871414374856,0.3429694255976516,-0.00029840505271691575,0.3151256012945618,0.06086599558955272,-0.0782868718662412
FR0010546945,-5.983587597035986e-05,0.821595245015331,0.1679805139625587,0.2499853060364971,0.05714063691380372,0.00291216815619047,0.24907667540891426,0.1875007301618105
FR0010547067,1.0232533819299196e-05,0.8785270149289195,0.4433926835566655,0.2985575067053317,0.011214633028020296,0.37493296630489825,-0.06530019557730751,-0.07636520424514873
FR0010557967,3.1014947881073516e-05,0.7845392523634095,0.2524809250692872,0.17808255227340422,0.014234067856199413,0.08557849725331657,-0.05693373548557218,0.06582457614574892
FR0010560037,0.00011666132549920757,0.15833100218655027,0.08553067713542102,0.038378168437979254,-0.002503671401863412,0.015069077625461794,-0.016392439592446968,-0.04355894497605562
FR0010564351,1.625386866466297e-05,0.6993499007498001,0.04048629671473043,0.17083908313278975,0.07364927140002855,0.058047532649287414,0.08921337030343857,0.07604665471765315
FR0010574434,-0.00012440073579996524,0.8562560706406491,0.4528716713316181,0.34536566165704063,0.05032682978129849,-0.08377874222689952,0.09825791430814357,0.08147690346130568
FR0010586024,9.506043203635697e-05,0.8274326469889148,0.29547494131172664,0.2070852230927733,0.005201486929243895,0.14544417731286274,0.19827769748573706,-0.09169097551158223
FR0010588343,-1.4548254138447967e-05,0.9070995042613553,0.8518807688080123,0.16690266166642476,0.015005043874608118,-0.0017709361539102603,0.017208282133627687,-0.11757177517722127
FR0010592022,-0.00013904698272821088,0.773663357501176,0.15057597223964822,0.0913784287973462,0.5182456735394015,0.009605080304467772,0.15215747420463718,-0.0077128620638394485
FR0010601906,-6.401454244355194e-05,0.6924285630047659,0.3123098075351615,0.19428839235640377,0.0729178210599668,0.16968284296626124,-0.06755519378437222,-0.14682828700051798
